"M_Topic","L_Topic","year","mean","sd","N","norm","allwords"
"M_Topic94","L_Topic95",1980,0.011585458,0.017911957,327,1.23147808,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1981,0.012951803,0.0206272,279,1.376713972,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1982,0.011177901,0.017097149,317,1.188156694,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1983,0.009836939,0.018642093,321,1.045618995,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1984,0.008634136,0.015626705,287,0.917766853,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1985,0.009400121,0.021161359,291,0.999187294,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1986,0.010369698,0.017832691,300,1.102248646,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1987,0.00959491,0.015938029,283,1.01989248,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1988,0.009788262,0.017126691,287,1.040444805,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1989,0.010306764,0.018490216,284,1.095559091,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1990,0.011529152,0.019084815,262,1.225493043,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1991,0.016453537,0.026614097,247,1.748931325,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1992,0.016765237,0.024093004,243,1.782063468,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1993,0.018131092,0.024101843,249,1.927247317,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1994,0.02486598,0.033134492,253,2.643133287,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1995,0.026916232,0.03061157,271,2.861065074,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1996,0.030047243,0.034662653,234,3.19387645,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1997,0.025983272,0.028656683,240,2.761895949,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1998,0.025611167,0.031046929,257,2.722342996,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",1999,0.020105954,0.024850258,227,2.137165528,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2000,0.021984651,0.027524381,236,2.336861886,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2001,0.022230319,0.027791092,249,2.3629752,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2002,0.021702156,0.024971049,263,2.306834055,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2003,0.022256315,0.025787673,262,2.365738543,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2004,0.018397475,0.02429561,270,1.955562443,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2005,0.018413256,0.023168485,288,1.957239989,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2006,0.017185465,0.023993349,321,1.826731752,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2007,0.015291434,0.021206821,288,1.625405426,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2008,0.0137777,0.020118103,346,1.46450279,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic94","L_Topic95",2009,0.012292113,0.018466199,351,1.306592133,"timb_09, timb_11, timb_28, timb_23, timb_33, timb_15, harm_m7.1.m7, harm_NA, harm_X7.6.M, harm_m7.11.m7"
"M_Topic95","L_Topic96",1960,0.005553588,0.011104877,451,1,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1961,0.005434282,0.00993362,492,0.978517353,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1962,0.004318054,0.006753938,465,0.777525047,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1963,0.004701844,0.00742928,477,0.846631794,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1964,0.004000982,0.007067488,518,0.72043196,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1965,0.00364995,0.006101324,524,0.657223682,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1966,0.004016864,0.007856619,547,0.723291687,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1967,0.003218427,0.005277228,545,0.579522077,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1968,0.003559979,0.005547622,499,0.641023306,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1969,0.004266408,0.007481968,479,0.768225436,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1970,0.004135458,0.006523153,414,0.744646179,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1971,0.004218204,0.005886612,445,0.759545747,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1972,0.004655552,0.007365513,421,0.838296263,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1973,0.004782293,0.00734436,390,0.861117763,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1974,0.005439051,0.00800064,369,0.979375992,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1975,0.005157014,0.008447358,399,0.928591465,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1976,0.005067066,0.007136629,350,0.912394993,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1977,0.005008245,0.0077347,319,0.90180357,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1978,0.004050893,0.006588898,314,0.729419056,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1979,0.005446333,0.008679847,343,0.980687281,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1980,0.005275439,0.009132891,327,0.949915456,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1981,0.005090944,0.008846277,279,0.9166945,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1982,0.003831685,0.006956419,317,0.689947666,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1983,0.003586914,0.006791255,321,0.645873303,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1984,0.003315405,0.005187385,287,0.596984247,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1985,0.003209639,0.006428739,291,0.577939672,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1986,0.003079354,0.00577591,300,0.554480151,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1987,0.003362955,0.005884223,283,0.605546444,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1988,0.003241672,0.006014564,287,0.58370775,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1989,0.004245214,0.00728331,284,0.764409259,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1990,0.004821871,0.008348725,262,0.868244349,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1991,0.00493337,0.008773745,247,0.888321209,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1992,0.004680705,0.007497661,243,0.842825448,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1993,0.006327686,0.010305519,249,1.13938705,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1994,0.007230421,0.010853937,253,1.301936847,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1995,0.006998537,0.01009026,271,1.260182898,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1996,0.006886399,0.011909271,234,1.239991044,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1997,0.009041733,0.013776056,240,1.628088634,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1998,0.009782622,0.014245951,257,1.761495887,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",1999,0.007149207,0.011114998,227,1.287313132,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2000,0.009697025,0.014666569,236,1.74608283,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2001,0.011495923,0.01587617,249,2.069999183,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2002,0.00998482,0.014093686,263,1.797904399,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2003,0.011258029,0.018179091,262,2.027163255,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2004,0.011548963,0.017191678,270,2.079549815,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2005,0.008907634,0.013487555,288,1.603942234,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2006,0.008451621,0.014615903,321,1.521830806,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2007,0.00821749,0.011627719,288,1.479672309,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2008,0.007078544,0.011158891,346,1.274589295,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic95","L_Topic96",2009,0.006549743,0.013412035,351,1.179371367,"timb_32, timb_09, timb_22, timb_04, timb_25, harm_X7.10.7, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M"
"M_Topic96","L_Topic97",1960,0.003151612,0.005896285,451,1,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1961,0.003645294,0.006248233,492,1.156644245,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1962,0.003224021,0.005646627,465,1.02297525,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1963,0.003800279,0.007210159,477,1.205820741,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1964,0.003561629,0.006772416,518,1.13009766,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1965,0.004076882,0.007166548,524,1.293586152,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1966,0.004526459,0.008053729,547,1.436236038,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1967,0.005275775,0.010080098,545,1.67399252,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1968,0.004375653,0.008534088,499,1.388385715,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1969,0.004439359,0.008123632,479,1.408599561,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1970,0.004022438,0.008254883,414,1.276311401,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1971,0.004016599,0.006954395,445,1.274458482,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1972,0.004240986,0.006999051,421,1.3456561,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1973,0.004076089,0.007274377,390,1.293334835,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1974,0.004386268,0.008120296,369,1.391753812,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1975,0.00519294,0.009033138,399,1.647709248,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1976,0.004830973,0.007953356,350,1.532857958,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1977,0.005325097,0.009692984,319,1.689642404,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1978,0.004377432,0.008353305,314,1.388950145,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1979,0.005502956,0.009513217,343,1.746076816,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1980,0.005471167,0.008751802,327,1.735990091,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1981,0.004974167,0.008165213,279,1.578293026,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1982,0.006308436,0.010057514,317,2.001653702,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1983,0.005940559,0.009683361,321,1.884927326,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1984,0.005594179,0.009062077,287,1.775021394,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1985,0.006957806,0.01065008,291,2.207697566,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1986,0.00644449,0.010747799,300,2.044823386,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1987,0.006759675,0.011573808,283,2.144831066,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1988,0.005553899,0.008474894,287,1.762240897,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1989,0.004351062,0.008363056,284,1.380582982,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1990,0.005476256,0.010619336,262,1.737604769,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1991,0.006416651,0.010717975,247,2.035990263,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1992,0.004787128,0.009159408,243,1.5189458,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1993,0.004453272,0.010304501,249,1.413014111,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1994,0.00456218,0.008435567,253,1.447570355,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1995,0.00422609,0.00739442,271,1.340929719,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1996,0.003741347,0.006270616,234,1.187121853,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1997,0.003994928,0.006913747,240,1.267582442,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1998,0.004481354,0.007713219,257,1.421924321,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
"M_Topic96","L_Topic97",1999,0.003552447,0.005944692,227,1.127184178,"harm_m.10.M, timb_29, harm_m7.0.m, harm_m.7.m7, harm_m7.10.M, harm_m.3.M, harm_m.10.7, harm_m.10.m, harm_m7.3.M, harm_NA"
